uf,nome,id_ente,year,eleicao_estadual,pre_eleicao,pos_eleicao,dcl,rcl_rgf,resultado_primario,receitas_primarias,despesas_primarias,encargos_divida,dcl_hist,rcl_hist,dcl_sobre_rcl_hist,encargos_hist,dcl_sobre_rcl_ext,fonte_dcl_rcl,rcl_ext,encargos_ext,encargos_sobre_rcl_ext,fonte_encargos,dcl_sobre_rcl,primario_sobre_rcl,encargos_sobre_rcl,pib_nominal_mil,pib_real_mil,crescimento_pib_pct,ln_pib_real,ipca_aa,deflator_2010,teto,d_lag1,d_lag2,yvar,d_lag1_teto,d_lag2_teto,primario_teto,d_quebra_serie,primario_sobre_rcl_hist,primario_sobre_rcl_ext,fonte_primario
ES,Espírito Santo,32,2002,1,0,0,NA,NA,NA,NA,NA,NA,2963875,2560765,1.16,137355.06188999998,1.16,SISTN,2560765,137355.06188999998,0.05363829242042904,STN-Servico,NA,NA,NA,27048997,45600980.56894071,NA,17.635439777958254,12.530337079575029,63.824270157497885,13,NA,NA,-472251.75646652095,NA,NA,-0.1847062389364112,0,-0.014208172225877785,-0.014208172225877785,FINBRA
ES,Espírito Santo,32,2003,0,1,0,NA,NA,NA,NA,NA,NA,3385641,3331517,1.02,148574.30816,1.02,SISTN,3331517,148574.30816,0.044596593131597403,STN-Servico,NA,NA,NA,31519106,46321087.51574969,1.579147943365622,17.651107869272696,9.299949329235147,69.75989494189933,13,1.16,NA,-5343969.310234492,15.079999999999998,NA,1.990158607391167,0,0.1530891236454744,0.1530891236454744,FINBRA
ES,Espírito Santo,32,2004,0,0,0,NA,NA,NA,NA,NA,NA,3011009,4122214,0.73,165623.24471,0.73,SISTN,4122214,165623.24471,0.04017822575683844,STN-Servico,NA,NA,NA,39732638,54777625.46489779,18.256345873297494,17.818792374107204,7.600644138060453,75.06209630751793,13,1.02,1.16,-2474533.34409869,13.26,15.079999999999998,1.424515508256001,0,0.10957811601969239,0.10957811601969239,FINBRA
ES,Espírito Santo,32,2005,0,0,1,NA,NA,NA,NA,NA,NA,2247686,5143638,0.44,150375.37493000002,0.44,SISTN,5143638,150375.37493000002,0.02923521735588702,STN-Servico,NA,NA,NA,47020588,60657891.65611856,10.734795715066037,17.920760302880137,5.68973334585865,79.3329294312273,13,0.73,1.02,-2118484.40765854,9.49,13.26,1.3971747933602656,0,0.10747498410463581,0.10747498410463581,FINBRA
ES,Espírito Santo,32,2006,1,0,0,NA,NA,NA,NA,NA,NA,1872059,5552712,0.34,145300.60433,0.34,SISTN,5552712,145300.60433,0.02616750235380477,STN-Servico,NA,NA,NA,53463868,66200275.062517226,9.137118444240544,18.008195175921525,3.141774968304434,81.82539154972024,13,0.44,0.73,-1954525.9837008023,5.72,9.49,0.4965224454879012,0,0.03819403426830009,0.03819403426830009,FINBRA
ES,Espírito Santo,32,2007,0,1,0,NA,NA,NA,NA,NA,NA,1210426,6367980,0.19,143586.63087999998,0.19,SISTN,6367980,143586.63087999998,0.02254822265145304,STN-Servico,NA,NA,NA,60658395,72469830.88133632,9.470588774590947,18.098680907445875,4.457330433237816,85.47261962938191,13,0.34,0.44,-813510.4867984017,4.42,5.72,0.6241999013910198,0,0.048015377030078445,0.048015377030078445,FINBRA
ES,Espírito Santo,32,2008,0,0,0,NA,NA,NA,NA,NA,NA,800397,7735570,0.1,146339.97778000002,0.1,SISTN,7735570,146339.97778000002,0.01891780150396157,STN-Servico,NA,NA,NA,72091158,81500922.27977592,12.461863493551274,18.21612489446333,5.902313417525495,90.51748152607746,13,0.19,0.34,3462562.8982703434,2.47,4.42,1.5473882739591265,0,0.11902986722762511,0.11902986722762511,FINBRA
ES,Espírito Santo,32,2009,0,0,1,NA,NA,NA,NA,NA,NA,636022,7486192,0.08,139428.49921,0.08,SISTN,7486192,139428.49921,0.01862475597874059,STN-Servico,NA,NA,NA,69215361,74603083.49748577,-8.463510092083727,18.12769239806623,4.312028329689999,94.42062097280385,13,0.1,0.19,-7684998.835955223,1.3,2.47,-0.6655306981800645,0,-0.05119466909077419,-0.05119466909077419,FINBRA
ES,Espírito Santo,32,2010,1,0,0,NA,NA,NA,NA,NA,NA,1415501,8239168,0.17,139497.49766999998,0.17,SISTN,8239168,139497.49766999998,0.0169310175092922,STN-Servico,NA,NA,NA,85310285,87539667.0293922,17.34054803826226,18.287602586080222,5.909068347266233,100,13,0.08,0.1,1604303.9293579874,1.04,1.3,-1.6051738958351138,0,-0.12347491506423952,-0.12347491506423952,FINBRA
ES,Espírito Santo,32,2011,0,1,0,NA,NA,NA,NA,NA,NA,1335776,9772998,0.14,150165.05303,0.14,SISTN,9772998,150165.05303,0.01536530070199543,STN-Servico,NA,NA,NA,105976222,101978026.7592924,16.493505424292266,18.440267924112973,6.503109040628852,106.50310904062886,13,0.17,0.08,13171822.190273728,2.21,1.04,0.13146229124573988,0,0.01011248394197999,0.01011248394197999,FINBRA
ES,Espírito Santo,32,2012,0,0,0,NA,NA,NA,NA,NA,NA,1633945,10915833,0.15,157433.32524,0.15,SISTN,10915833,157433.32524,0.01442247469707534,STN-Servico,NA,NA,NA,116850581,106677656.85388964,4.608473260313417,18.485322292787615,5.838568997639149,112.7213665465968,13,0.14,0.17,15935004.18646814,1.8200000000000005,2.21,0.350657789986345,0,0.02697367615279577,0.02697367615279577,FINBRA
ES,Espírito Santo,32,2013,0,0,1,NA,NA,NA,NA,NA,NA,2190888,10561113,0.21,192815.85743,0.21,SISTN,10561113,192815.85743,0.01825715314569591,STN-Servico,NA,NA,NA,117274347,100810053.49462396,-5.5003114356947265,18.428748645677977,5.910818080013791,119.38412146047168,13,0.15,0.14,9091581.950451247,1.95,1.8200000000000005,-0.9786143081586242,0,-0.07527802370450955,-0.07527802370450955,FINBRA
ES,Espírito Santo,32,2014,1,0,0,NA,NA,NA,NA,NA,NA,3182321,11798289,0.27,250992.62437,0.27,SISTN,11798289,250992.62437,0.0212736460659677,STN-Servico,NA,NA,NA,128783781,104114089.91293958,3.2774870201728534,18.460997874214325,6.407616596391952,127.0337982406296,13,0.21,0.15,12247314.522872731,2.73,1.95,-1.2518839986128547,0,-0.09629876912406575,-0.09629876912406575,FINBRA
ES,Espírito Santo,32,2015,0,1,0,3748618.99262,11951594.61326,206453.86214,NA,13344682.4634,303467.44668,NA,NA,NA,NA,0.31365011230057954,SICONFI,11951594.61326,303467.44668,0.02539137717600548,SICONFI,0.31365011230057954,0.01727416874656579,0.02539137717600548,120365980,89249436.2612012,-14.277273771655906,18.306945662202967,10.673497995621716,140.59274814960534,13,0.27,0.21,-2162157.954201779,3.51,2.73,0.2245641937053553,1,NA,0.01727416874656579,SICONFI
ES,Espírito Santo,32,2016,0,0,0,3138581.24999,11884435.32699,316568.26965,NA,13198858.04105,314595.53946,NA,NA,NA,NA,0.264091743834237,SICONFI,11884435.32699,314595.53946,0.02647122314221708,SICONFI,0.264091743834237,0.02663721589961127,0.02647122314221708,109264423,74506294.98058838,-16.519030145428502,18.126394176163902,6.288055054224495,149.4332975554997,13,0.31365011230057954,0.27,-16193136.195120532,4.077451459907534,3.51,0.3462838066949465,1,NA,0.02663721589961127,SICONFI
ES,Espírito Santo,32,2017,0,0,1,2114080.77659,12193441.01592,512323.20157,NA,13517702.52429,288837.35636000003,NA,NA,NA,NA,0.1733785216027054,SICONFI,12193441.01592,288837.35636000003,0.02368792828725609,SICONFI,0.1733785216027054,0.04201629391581101,0.02368792828725609,113399937,74750140.41708887,0.3272816566224579,18.129661648722788,2.9473499083459087,153.83761971404,13,0.264091743834237,0.31365011230057954,-15305027.429881595,3.433192669845081,4.077451459907534,0.5462118209055431,1,NA,0.04201629391581101,SICONFI
ES,Espírito Santo,32,2018,1,0,0,2571462.43089,13567368.61747,851171.89004,13525377.94653,12439838.45443,328252.45160000003,NA,NA,NA,NA,0.18953287873220015,SICONFI,13567368.61747,328252.45160000003,0.02419426057145129,SICONFI,0.18953287873220015,0.06273669670506261,0.02419426057145129,137020055,87126955.84101142,16.55758150401152,18.282876875470315,3.7454821218273926,159.59958025707417,13,0.1733785216027054,0.264091743834237,-2514798.602210818,2.2539207808351702,3.433192669845081,0.815577057165814,1,NA,0.06273669670506261,SICONFI
ES,Espírito Santo,32,2019,0,1,0,2223050.66595,15832886.1682,2255320.67376,15577389.70238,13042669.47113,465527.48194,NA,NA,NA,NA,0.1404071653350826,SICONFI,15832886.1682,465527.48194,0.02940256608899277,SICONFI,0.1404071653350826,0.1424453286533293,0.02940256608899277,137345595,84191070.43104716,-3.3696637069722035,18.248599421700856,4.306039984113186,166.4720019974206,13,0.18953287873220015,0.1733785216027054,-5278020.473152839,2.463927423518602,2.2539207808351702,1.8517892724932807,1,NA,0.1424453286533293,SICONFI
ES,Espírito Santo,32,2020,0,0,0,1415320.26292,15640877.34422,1404462.7849100002,15897063.93381,14149144.58517,290024.12743,NA,NA,NA,NA,0.09048854688723865,SICONFI,15640877.34422,290024.12743,0.01854270198833679,SICONFI,0.09048854688723865,0.08979437367872536,0.01854270198833679,138445922,82224831.40361288,-2.3354484238855666,18.224967899609965,4.517341500509864,173.9921108303797,13,0.1404071653350826,0.18953287873220015,-7297097.780004527,1.8252931493560736,2.463927423518602,1.1673268578234297,1,NA,0.08979437367872536,SICONFI
ES,Espírito Santo,32,2021,0,0,1,-153394.2869,18821227.33989,2130227.4091,19055801.31355,16612076.67415,499110.01023,NA,NA,NA,NA,-0.00815006822508826,SICONFI,18821227.33989,499110.01023,0.026518462436941,SICONFI,-0.00815006822508826,0.11318217301297684,0.026518462436941,186336505,102184730.05185902,24.27478209139766,18.442292812162307,10.061054893257904,191.49755261096232,13,0.09048854688723865,0.1404071653350826,12452489.021402407,1.1763511095341024,1.8252931493560736,1.471368249168699,1,NA,0.11318217301297684,SICONFI
ES,Espírito Santo,32,2022,1,0,0,-881047.59228,21250420.1418,550733.8854400001,21305032.71623,20294793.11082,524879.9914599999,NA,NA,NA,NA,-0.04146024343993847,SICONFI,21250420.1418,524879.9914599999,0.02469974654418951,SICONFI,-0.04146024343993847,0.0259163763240942,0.02469974654418951,182548590,91606461.07628788,-10.352103460274977,18.33301236292416,5.784841959607778,202.57538338602325,13,-0.00815006822508826,0.09048854688723865,1647433.8603881733,-0.1059508869261474,1.1763511095341024,0.3369128922132246,1,NA,0.0259163763240942,SICONFI
ES,Espírito Santo,32,2023,0,1,0,-1482685.20211,22373375.35579,-467874.91134,23388132.77291,22829373.87572,588343.04742,NA,NA,NA,NA,-0.06627007228599936,SICONFI,22373375.35579,588343.04742,0.0262965707258714,SICONFI,-0.06627007228599936,-0.02091212898812421,0.0262965707258714,NA,NA,NA,NA,4.621113930566767,211.93662264757376,13,-0.04146024343993847,-0.00815006822508826,NA,-0.5389831647192,-0.1059508869261474,-0.27185767684561474,1,NA,-0.02091212898812421,SICONFI
ES,Espírito Santo,32,2024,0,0,0,-2564649.39774,26359045.23921,465138.74419,27071560.67523,25360310.30944,617426.93305,NA,NA,NA,NA,-0.09729674859106788,SICONFI,26359045.23921,617426.93305,0.02342372143781429,SICONFI,-0.09729674859106788,0.01764626677365726,0.02342372143781429,NA,NA,NA,NA,4.831295791859613,222.17590777895543,13,-0.06627007228599936,-0.04146024343993847,NA,-0.8615109397179918,-0.5389831647192,0.22940146805754438,1,NA,0.01764626677365726,SICONFI
GO,Goiás,52,2002,1,0,0,NA,NA,NA,NA,NA,NA,10611539,3829074,2.77,251793.11444,2.77,SISTN,3829074,251793.11444,0.06575822625522515,STN-Servico,NA,NA,NA,38629365,65123927.61755706,NA,17.991802591377194,12.530337079575029,63.824270157497885,15,NA,NA,4759767.749457394,NA,NA,1.378721722001193,0,0.0919147814667462,0.0919147814667462,FINBRA
GO,Goiás,52,2003,0,1,0,NA,NA,NA,NA,NA,NA,10948751,4553742,2.4,254504.75694,2.4,SISTN,4553742,254504.75694,0.0558891471980626,STN-Servico,NA,NA,NA,45557889,66952754.41510969,2.808225585367774,18.01949777063097,9.299949329235147,69.75989494189933,15,2.77,NA,1054554.103221469,41.55,NA,0.7984913159507083,0,0.05323275439671389,0.05323275439671389,FINBRA
GO,Goiás,52,2004,0,0,0,NA,NA,NA,NA,NA,NA,11744077,5304978,2.21,255258.20186,2.21,SISTN,5304978,255258.20186,0.04811673146618139,STN-Servico,NA,NA,NA,51103815,70454562.76770312,5.230267795828203,18.07047856025436,7.600644138060453,75.06209630751793,15,2.4,2.77,-1025275.665468222,36,41.55,0.5663548902747592,0,0.03775699268498394,0.03775699268498394,FINBRA
GO,Goiás,52,2005,0,0,1,NA,NA,NA,NA,NA,NA,11386819,6153147,1.85,308405.559,1.85,SISTN,6153147,308405.559,0.0501215977775275,STN-Servico,NA,NA,NA,53865113,69487522.9633152,-1.3725722882935942,18.056657768710657,5.68973334585865,79.3329294312273,15,2.21,2.4,-7679694.487160607,33.15,36,0.7888889329313922,0,0.05259259552875948,0.05259259552875948,FINBRA
GO,Goiás,52,2006,1,0,0,NA,NA,NA,NA,NA,NA,11334808,6230992,1.82,430544.39089,1.82,SISTN,6230992,430544.39089,0.0690972466165901,STN-Servico,NA,NA,NA,61375403,75996532.10038684,9.367162419227348,18.146198266951444,3.141774968304434,81.82539154972024,15,1.85,2.21,-7011695.725286921,27.75,33.15,1.2745213641543756,0,0.08496809094362504,0.08496809094362504,FINBRA
GO,Goiás,52,2007,0,1,0,NA,NA,NA,NA,NA,NA,12231562,7618520,1.61,406363.63222,1.61,SISTN,7618520,406363.63222,0.0533389204491161,STN-Servico,NA,NA,NA,71410568,85315672.89408442,12.262586905133466,18.26186873408446,4.457330433237816,85.47261962938191,15,1.82,1.85,-3658290.18168127,27.3,27.75,0.8118562789780694,0,0.0541237519318713,0.0541237519318713,FINBRA
GO,Goiás,52,2008,0,0,0,NA,NA,NA,NA,NA,NA,12553278,8944459,1.4,510108.42372,1.4,SISTN,8944459,510108.42372,0.05703066263929434,STN-Servico,NA,NA,NA,82417564,93175191.8599013,9.212280345692305,18.34999206246245,5.902313417525495,90.51748152607746,15,1.61,1.82,-1790207.9005979293,24.15,27.3,1.1865425604315498,0,0.07910283736210331,0.07910283736210331,FINBRA
GO,Goiás,52,2009,0,0,1,NA,NA,NA,NA,NA,NA,11697404,9105648,1.28,558626.74945,1.28,SISTN,9105648,558626.74945,0.06134947775820018,STN-Servico,NA,NA,NA,92865743,100094410.82139346,7.426031353813523,18.42162440677645,4.312028329689999,94.42062097280385,15,1.4,1.61,-752520.7164117077,21,24.15,0.5678539820411449,0,0.03785693213607633,0.03785693213607633,FINBRA
GO,Goiás,52,2010,1,0,0,NA,NA,NA,NA,NA,NA,13680116,10530493,1.3,647530.85097,1.3,SISTN,10530493,647530.85097,0.06149102904963709,STN-Servico,NA,NA,NA,106770109,109560292.64879271,9.456953439977768,18.511985573483667,5.909068347266233,100,15,1.28,1.4,3095242.6621843595,19.2,21,-0.24474099115445186,0,-0.016316066076963457,-0.016316066076963457,FINBRA
GO,Goiás,52,2011,0,1,0,NA,NA,NA,NA,NA,NA,12770815,12639405,1.01,806532.78739,1.01,SISTN,12639405,806532.78739,0.06381097744632758,STN-Servico,NA,NA,NA,121296721,116720524.91126192,6.53542637515776,18.575292959352225,6.503109040628852,106.50310904062886,15,1.3,1.28,5061803.432592366,19.5,19.2,1.7803201820817471,0,0.11868801213878315,0.11868801213878315,FINBRA
GO,Goiás,52,2012,0,0,0,NA,NA,NA,NA,NA,NA,14378869,14102432,1.02,949591.40718,1.02,SISTN,14102432,949591.40718,0.06733529416628281,STN-Servico,NA,NA,NA,138757825,126677672.58377662,8.530759847151748,18.65715640706127,5.838568997639149,112.7213665465968,15,1.01,1.3,10379807.77140538,15.15,19.5,-0.12068358378966146,0,-0.008045572252644097,-0.008045572252644097,FINBRA
GO,Goiás,52,2013,0,0,1,NA,NA,NA,NA,NA,NA,14104042,15269901,0.92,1198927.16556,0.92,SISTN,15269901,1198927.16556,0.078515713072403015,STN-Servico,NA,NA,NA,151300175,130058952.58147092,2.6691996535207263,18.683498387024173,5.910818080013791,119.38412146047168,15,1.02,1.01,9755935.761048948,15.3,15.15,0.7456498379508144,0,0.04970998919672096,0.04970998919672096,FINBRA
GO,Goiás,52,2014,1,0,0,NA,NA,NA,NA,NA,NA,14951661,16656492,0.9,1053643.49744,0.9,SISTN,16656492,1053643.49744,0.06325722711841125,STN-Servico,NA,NA,NA,165015318,133405150.2592886,2.5728314824937426,18.708901298341384,6.407616596391952,127.0337982406296,15,0.92,1.02,9706637.846044296,13.8,15.3,-0.18911454563482097,0,-0.012607636375654731,-0.012607636375654731,FINBRA
GO,Goiás,52,2015,0,1,0,17119934.7689,17361933.085279997,6025.04541,NA,18054765.23023,1009262.92522,NA,NA,NA,NA,0.9860615569020266,SICONFI,17361933.085279997,1009262.92522,0.05813079224891641,SICONFI,0.9860615569020266,3.4702618541412455e-4,0.05813079224891641,173632450,128745666.16872312,-3.4927317884723585,18.67334943611613,10.673497995621716,140.59274814960534,15,0.9,0.92,2139420.309851868,13.5,13.8,0.005205392781211868,1,NA,3.4702618541412455e-4,SICONFI
GO,Goiás,52,2016,0,0,0,18336813.0888,19279840.7316,1120417.68947,NA,18728337.6106,927020.08043,NA,NA,NA,NA,0.9510873738052014,SICONFI,19279840.7316,927020.08043,0.04808235157827822,SICONFI,0.9510873738052014,0.05811343076261079,0.04808235157827822,181759604,123940019.07811227,-3.7326670742555135,18.63530828942845,6.288055054224495,149.4332975554997,15,0.9860615569020266,0.9,-5305158.725683994,14.7909233535304,13.5,0.8717014614391618,1,NA,0.05811343076261079,SICONFI
GO,Goiás,52,2017,0,0,1,19357283.26005,21033874.95129,739608.42746,NA,21673899.79466,969958.29687,NA,NA,NA,NA,0.92029087863636,SICONFI,21033874.95129,969958.29687,0.04611410399254621,SICONFI,0.92029087863636,0.03516272817884372,0.04611410399254621,191948301,126527076.04742,2.0873459505256653,18.655966883129132,2.9473499083459087,153.83761971404,15,0.9510873738052014,0.9860615569020266,-5328587.050191371,14.26631060707802,14.7909233535304,0.5274409226826559,1,NA,0.03516272817884372,SICONFI
GO,Goiás,52,2018,1,0,0,19634872.55419,21298254.07991,1030816.91568,22374312.50498,21515046.42537,1148304.15951,NA,NA,NA,NA,0.9219005689631145,SICONFI,21298254.07991,1148304.15951,0.0539154127470552,SICONFI,0.9219005689631145,0.04839912754409004,0.0539154127470552,195681724,124428157.0740939,-1.6588694205969534,18.639239055696972,3.7454821218273926,159.59958025707417,15,0.92029087863636,0.9510873738052014,-10196847.92855782,13.8043631795454,14.26631060707802,0.7259869131613506,1,NA,0.04839912754409004,SICONFI
GO,Goiás,52,2019,0,1,0,19245475.96733,24538621.31663,2323841.72968,27738853.11682,24478827.39144,2311789.4375,NA,NA,NA,NA,0.7842932868558188,SICONFI,24538621.31663,2311789.4375,0.09421024138521115,SICONFI,0.7842932868558188,0.09470139742957424,0.09421024138521115,208672492,127913534.25637075,2.8011161333856505,18.66686507999966,4.306039984113186,166.4720019974206,15,0.9219005689631145,0.92029087863636,-9773686.654379768,13.828508534446716,13.8043631795454,1.4205209614436136,1,NA,0.09470139742957424,SICONFI
GO,Goiás,52,2020,0,0,0,19062051.83087,26323342.28146,2703266.93084,27770711.30461,24564498.1645,2954015.18145,NA,NA,NA,NA,0.7241501336361736,SICONFI,26323342.28146,2954015.18145,0.11222036889785708,SICONFI,0.7241501336361736,0.10269466931423672,0.11222036889785708,224126112,133111409.177854,4.063584789288499,18.70669699853357,4.517341500509864,173.9921108303797,15,0.7842932868558188,0.9219005689631145,-7962950.556601493,11.764399302837282,13.828508534446716,1.5404200397135508,1,NA,0.10269466931423672,SICONFI
GO,Goiás,52,2021,0,0,1,14467794.17301,31545320.0202,3360708.86358,32932515.46456,29077415.83325,1553408.31976,NA,NA,NA,NA,0.4586352005224727,SICONFI,31545320.0202,1553408.31976,0.04924370140373524,SICONFI,0.4586352005224727,0.10653589380066442,0.04924370140373524,269627874,147860729.2712003,11.080432687508646,18.811781370254742,10.061054893257904,191.49755261096232,15,0.7241501336361736,0.7842932868558188,3139995.7514298325,10.862252004542604,11.764399302837282,1.5980384070099662,1,NA,0.10653589380066442,SICONFI
GO,Goiás,52,2022,1,0,0,12098544.31812,37208349.13432,2362933.8597199996,37545962.50724,32772983.63898,1592174.66617,NA,NA,NA,NA,0.3251567080937924,SICONFI,37208349.13432,1592174.66617,0.04279079032564281,SICONFI,0.3251567080937924,0.06350547430067226,0.04279079032564281,318586149,159872775.0119185,8.123891854128606,18.889888900718233,5.784841959607778,202.57538338602325,15,0.4586352005224727,0.7241501336361736,11391750.20478519,6.879528007837091,10.862252004542604,0.9525821145100839,1,NA,0.06350547430067226,SICONFI
GO,Goiás,52,2023,0,1,0,11329627.04288,38407128.87535,1828320.97318,40223733.69094,37187702.333550006,1621935.0578599998,NA,NA,NA,NA,0.2949876071093522,SICONFI,38407128.87535,1621935.0578599998,0.04223005221567006,SICONFI,0.2949876071093522,0.04760368782352359,0.04223005221567006,NA,NA,NA,NA,4.621113930566767,211.93662264757376,15,0.3251567080937924,0.4586352005224727,NA,4.877350621406886,6.879528007837091,0.7140553173528539,1,NA,0.04760368782352359,SICONFI
GO,Goiás,52,2024,0,0,0,10284487.93756,42330061.5063,2350124.18812,44564694.2386,41100202.84384,1606723.39101,NA,NA,NA,NA,0.24295943760982616,SICONFI,42330061.5063,1606723.39101,0.03795702944515851,SICONFI,0.24295943760982616,0.05551903551499045,0.03795702944515851,NA,NA,NA,NA,4.831295791859613,222.17590777895543,15,0.2949876071093522,0.3251567080937924,NA,4.424814106640283,4.877350621406886,0.8327855327248567,1,NA,0.05551903551499045,SICONFI
MA,Maranhão,21,2002,1,0,0,NA,NA,NA,NA,NA,NA,5784811,2121935,2.73,129877.57853,2.73,SISTN,2121935,129877.57853,0.0612071427871259,STN-Servico,NA,NA,NA,15924003,26845733.00010915,NA,17.10561744636859,12.530337079575029,63.824270157497885,13,NA,NA,976981.1887380788,NA,NA,-0.5240651016265787,0,-0.04031270012512144,-0.04031270012512144,FINBRA
MA,Maranhão,21,2003,0,1,0,NA,NA,NA,NA,NA,NA,5448982,2454001,2.22,141071.22038999997,2.22,SISTN,2454001,141071.22038999997,0.05748621145223656,STN-Servico,NA,NA,NA,19502900,28661838.876740813,6.764970346029586,17.171077140090418,9.299949329235147,69.75989494189933,13,2.73,NA,89005.90270481771,35.49,NA,-1.2050637553366927,0,-0.09269721194897637,-0.09269721194897637,FINBRA
MA,Maranhão,21,2004,0,0,0,NA,NA,NA,NA,NA,NA,5141515,2950836,1.74,198209.68522,1.74,SISTN,2950836,198209.68522,0.06717068831341355,STN-Servico,NA,NA,NA,22127132,30505695.32554961,6.43314079301831,17.233423956130625,7.600644138060453,75.06209630751793,13,2.22,2.73,-780988.6230386891,28.860000000000003,35.49,2.803443421264351,0,0.21564949394341162,0.21564949394341162,FINBRA
MA,Maranhão,21,2005,0,0,1,NA,NA,NA,NA,NA,NA,4908145,3700427,1.33,220099.26459,1.33,SISTN,3700427,220099.26459,0.05947942348004703,STN-Servico,NA,NA,NA,25104209,32385141.36902237,6.160967725586164,17.29321027585201,5.68973334585865,79.3329294312273,13,1.74,2.22,-1635823.2369200438,22.62,28.860000000000003,3.676255562495899,0,0.2827888894227615,0.2827888894227615,FINBRA
MA,Maranhão,21,2006,1,0,0,NA,NA,NA,NA,NA,NA,5054291,4389950,1.15,275124.1212,1.15,SISTN,4389950,275124.1212,0.0626713564391394,STN-Servico,NA,NA,NA,29710643,36788448.20738096,13.59668864243564,17.42069444645179,3.141774968304434,81.82539154972024,13,1.33,1.74,9923.27659857806,17.29,22.62,1.9210569946172518,0,0.14777361497055783,0.14777361497055783,FINBRA
MA,Maranhão,21,2007,0,1,0,NA,NA,NA,NA,NA,NA,4479838,4900239,0.91,321184.72864,0.91,SISTN,4900239,321184.72864,0.06554470682756494,STN-Servico,NA,NA,NA,30730866,36714797.05087826,-0.20020185708166105,17.418690421163024,4.457330433237816,85.47261962938191,13,1.15,1.33,-2831059.624544784,14.95,17.29,2.987492654174624,0,0.22980712724420183,0.22980712724420183,FINBRA
MA,Maranhão,21,2008,0,0,0,NA,NA,NA,NA,NA,NA,4316480,5836926,0.74,407812.87958,0.74,SISTN,5836926,407812.87958,0.06986774880819116,STN-Servico,NA,NA,NA,37932402,42883563.436270736,16.8018534239587,17.573999173798967,5.902313417525495,90.51748152607746,13,0.91,1.15,574012.6113255159,11.83,14.95,2.429462246139494,0,0.18688171124149955,0.18688171124149955,FINBRA
MA,Maranhão,21,2009,0,0,1,NA,NA,NA,NA,NA,NA,4073167,5971500,0.68,453869.33,0.68,SISTN,5971500,453869.33,0.07600591643640627,STN-Servico,NA,NA,NA,40994571,44185587.694277994,3.0361848542325376,17.603909223610255,4.312028329689999,94.42062097280385,13,0.74,0.91,-842300.0739063064,9.62,11.83,0.7617901938876284,0,0.05859924568366372,0.05859924568366372,FINBRA
MA,Maranhão,21,2010,1,0,0,NA,NA,NA,NA,NA,NA,4339646,6818192,0.64,555507.8421,0.64,SISTN,6818192,555507.8421,0.08147436183961966,STN-Servico,NA,NA,NA,46309633,47519825.45918529,7.545984876283707,17.676657560014977,5.909068347266233,100,13,0.68,0.74,-145062.56090363895,8.84,9.62,0.005349731549066961,0,4.1151781146668933e-4,4.1151781146668933e-4,FINBRA
MA,Maranhão,21,2011,0,1,0,NA,NA,NA,NA,NA,NA,3805114,8065450,0.47,658845.39585,0.47,SISTN,8065450,658845.39585,0.08168736968799013,STN-Servico,NA,NA,NA,52143535,50176300.939979725,5.590246713082059,17.731053380361963,6.503109040628852,106.50310904062886,13,0.64,0.68,151.8451110663591,8.32,8.84,1.7232294798380725,0,0.1325561138336979,0.1325561138336979,FINBRA
MA,Maranhão,21,2012,0,0,0,NA,NA,NA,NA,NA,NA,3659267,8899987,0.41,702747.52697,0.41,SISTN,8899987,702747.52697,0.07896051162434282,STN-Servico,NA,NA,NA,60490109,55223885.37337595,10.05969818188488,17.82690612369648,5.838568997639149,112.7213665465968,13,0.47,0.64,2708067.4922519247,6.109999999999999,8.32,1.266115591607041,0,0.09739350704669546,0.09739350704669546,FINBRA
MA,Maranhão,21,2013,0,0,1,NA,NA,NA,NA,NA,NA,3494341,9145629,0.38,464209.14191,0.38,SISTN,9145629,464209.14191,0.05075748665400707,STN-Servico,NA,NA,NA,67694845,58191080.320065886,5.373028222531495,17.879242641850894,5.910818080013791,119.38412146047168,13,0.41,0.47,3553037.5341592124,5.33,6.109999999999999,0.38528449062169606,0,0.029637268509361235,0.029637268509361235,FINBRA
MA,Maranhão,21,2014,1,0,0,NA,NA,NA,NA,NA,NA,4694372,10147462,0.46,255492.50634,0.46,SISTN,10147462,255492.50634,0.02517797123458062,STN-Servico,NA,NA,NA,76842028,62122246.68481056,6.75561674250118,17.944614722442182,6.407616596391952,127.0337982406296,13,0.38,0.41,5598193.793619782,4.94,5.33,-1.3919699179065665,0,-0.10707460906973588,-0.10707460906973588,FINBRA
MA,Maranhão,21,2015,0,1,0,6443795.62052,10712347.55203,-231277.84386,NA,12574754.26567,346355.82763,NA,NA,NA,NA,0.6015297383904329,SICONFI,10712347.55203,346355.82763,0.03233239268495963,SICONFI,0.6015297383904329,-0.02158983759037696,0.03233239268495963,78475994,58188686.07672539,-6.331967721713061,17.879201496496936,10.673497995621716,140.59274814960534,13,0.46,0.38,-1921.5775667064008,5.98,4.94,-0.2806678886749005,1,NA,-0.02158983759037696,SICONFI
