uf,nome,id_ente,year,eleicao_estadual,pre_eleicao,pos_eleicao,dcl,rcl_rgf,resultado_primario,receitas_primarias,despesas_primarias,encargos_divida,dcl_sobre_rcl,primario_sobre_rcl,encargos_sobre_rcl,dcl_hist,rcl_hist,dcl_sobre_rcl_hist,dcl_sobre_rcl_ext,fonte_dcl_rcl,pib_nominal_mil,pib_real_mil,crescimento_pib_pct,ln_pib_real,ipca_aa,deflator_2010,teto,d_lag1,d_lag2,yvar,d_lag1_teto,d_lag2_teto,primario_teto
AC,Acre,12,2002,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,703747,970673,0.73,0.73,SISTN,2971301,5009214.913420785,NA,15.42678975687368,12.530337079575029,63.824270157497885,12,NA,NA,429619.85388529545,NA,NA,NA
AC,Acre,12,2003,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,694081,1023480,0.68,0.68,SISTN,3377234,4963248.376244091,-0.9176395497334178,15.417570998903496,9.299949329235147,69.75989494189933,12,0.73,NA,-54579.0110729834,8.76,NA,NA
AC,Acre,12,2004,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,718119,1156660,0.62,0.62,SISTN,3784003,5216837.077166879,5.1093292476869445,15.467401852298348,7.600644138060453,75.06209630751793,12,0.68,0.73,-243518.83647063404,8.16,8.76,NA
AC,Acre,12,2005,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,655896,1466890,0.45,0.45,SISTN,4300581,5547871.420841483,6.345498982965747,15.52892488438072,5.68973334585865,79.3329294312273,12,0.62,0.68,-363059.6260834435,7.4399999999999995,8.16,NA
AC,Acre,12,2006,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,844825,1635875,0.52,0.52,SISTN,4661807,5772363.976515285,4.046462843937926,15.568592255882097,3.141774968304434,81.82539154972024,12,0.45,0.62,-598504.0307274511,5.4,7.4399999999999995,NA
AC,Acre,12,2007,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,794953,1933479,0.41,0.41,SISTN,5458172,6520990.239871088,12.969145161351058,15.690536799651492,4.457330433237816,85.47261962938191,12,0.52,0.45,-316861.1785224315,6.24,5.4,NA
AC,Acre,12,2008,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,632092,2223257,0.28,0.28,SISTN,6410255,7246959.392004009,11.132805378148714,15.796092544654169,5.902313417525495,90.51748152607746,12,0.41,0.52,-56621.47186857801,4.92,6.24,NA
AC,Acre,12,2009,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,896478,2453090,0.37,0.37,SISTN,7407821,7984445.657914413,10.176492319304488,15.893005914292678,4.312028329689999,94.42062097280385,12,0.28,0.41,227858.3425243938,3.3600000000000003,4.92,NA
AC,Acre,12,2010,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1423022,2648933,0.54,0.54,SISTN,8342356,8560363.694490673,7.212999640186579,15.962653234889494,5.909068347266233,100,12,0.37,0.28,375528.16455345746,4.4399999999999995,3.3600000000000003,NA
AC,Acre,12,2011,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1498775,2975828,0.5,0.5,SISTN,8949434,8611796.14359645,0.6008208405780424,15.968643465982838,6.503109040628852,106.50310904062886,12,0.54,0.37,33227.29566563212,6.48,4.4399999999999995,NA
AC,Acre,12,2012,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917189,3281195,0.58,0.58,SISTN,10137925,9255324.835402137,7.472641956163817,16.04070960174248,5.838568997639149,112.7213665465968,12,0.5,0.54,323538.9439691346,6,6.48,NA
AC,Acre,12,2013,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2535080,3700351,0.69,0.69,SISTN,11473930,9863090.494066624,6.566659403889852,16.10431011499965,5.910818080013791,119.38412146047168,12,0.58,0.5,624272.9386040235,6.959999999999999,6,NA
AC,Acre,12,2014,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3153725,4267231,0.74,0.74,SISTN,13458698,10880563.397056188,10.315964388663446,16.20248858086905,6.407616596391952,127.0337982406296,12,0.69,0.58,1383333.2725780504,8.28,6.959999999999999,NA
AC,Acre,12,2015,0,1,0,3822957.49962,3949107.68738,-143987.04841999998,NA,4696419.4015,187151.37297,0.9680560274000294,-0.03646065385356126,0.04739080009594874,NA,NA,NA,0.9680560274000294,SICONFI,13622802,10101088.354018005,-7.1639217069317755,16.128153733829595,10.673497995621716,140.59274814960534,12,0.74,0.69,390255.7416938236,8.879999999999999,8.28,-0.4375278462427351
AC,Acre,12,2016,0,0,0,3228313.64558,4442141.0709,373987.37885,NA,4865218.39241,180307.45355,0.7267472135741803,0.08419079288137697,0.04059021329402959,NA,NA,NA,0.7267472135741803,SICONFI,13754240,9378875.891504116,-7.149847988673486,16.05397047280987,6.288055054224495,149.4332975554997,12,0.9680560274000294,0.74,-518391.4740669541,11.616672328800352,8.879999999999999,1.0102895145765236
AC,Acre,12,2017,0,0,1,3212204.81978,4471916.24014,41494.96336,NA,5477768.10841,170313.1703,0.7183061236583977,0.00927901175508174,0.03808505373407174,NA,NA,NA,0.7183061236583977,SICONFI,14272941,9408332.774601318,0.3140769047161207,16.05710631994496,2.9473499083459087,153.83761971404,12,0.7267472135741803,0.9680560274000294,-669746.5136047711,8.720966562890164,11.616672328800352,0.11134814106098088
AC,Acre,12,2018,1,0,0,3565447.36166,4846051.636630001,74226.66063,5583813.30799,5416448.9569,179469.20902,0.7357427508014447,0.0153169355582059,0.037034109926407,NA,NA,NA,0.7357427508014447,SICONFI,15331123,9748602.688957574,3.616686638411082,16.092634518750536,3.7454821218273926,159.59958025707417,12,0.7183061236583977,0.7267472135741803,-521026.68051827897,8.619673483900772,8.720966562890164,0.1838032266984708
AC,Acre,12,2019,0,1,0,3116891.7147600004,5357455.83349,676641.6310299999,6105616.08483,5418947.8436199995,197980.22686,0.5817857975190377,0.12629905911687492,0.03695415006921859,NA,NA,NA,0.5817857975190377,SICONFI,15630017,9580997.935066389,-1.7192695121428403,16.075292313109177,4.306039984113186,166.4720019974206,12,0.7357427508014447,0.7183061236583977,-900583.1984245371,8.828913009617336,8.619673483900772,1.5155887094024991
AC,Acre,12,2020,0,0,0,3337029.84169,5702871.32041,577899.78852,6428149.94683,5716209.76941,109636.55259,0.5851490686361986,0.10133488133455772,0.01922479860234998,NA,NA,NA,0.5851490686361986,SICONFI,16476371,9785530.754877536,2.134775742540973,16.096415399025247,4.517341500509864,173.9921108303797,12,0.5817857975190377,0.7357427508014447,-932857.082679157,6.981429570228452,8.828913009617336,1.2160185760146927
AC,Acre,12,2021,0,0,1,2847799.0483000004,6690645.7354,627542.32173,7419063.05801,6617345.82774,130254.72325,0.42563889360221,0.09379398439969595,0.01946818414862803,NA,NA,NA,0.42563889360221,SICONFI,21374440,11721489.47094214,19.783890772604607,16.276934422002498,10.061054893257904,191.49755261096232,12,0.5851490686361986,0.5817857975190377,745992.5639478504,7.021788823634384,6.981429570228452,1.1255278127963515
AC,Acre,12,2022,1,0,0,2505321.6002,7994706.97825,265003.55109,8724403.70109,8308883.71889,164185.62499,0.3133725359811001,0.03314737510842554,0.02053679083381983,NA,NA,NA,0.3133725359811001,SICONFI,23676136,11881149.18291562,1.3621111239256578,16.290463599789135,5.784841959607778,202.57538338602325,12,0.42563889360221,0.5851490686361986,642121.9866175592,5.1076667232265205,7.021788823634384,0.39776850130110647
AC,Acre,12,2023,0,1,0,2051523.7076,8573004.13341,419049.03746,9961845.14939,9384434.86636,232896.55865,0.23930044540687576,0.04888006945277408,0.02716627159228523,NA,NA,NA,0.23930044540687576,SICONFI,NA,NA,NA,NA,4.621113930566767,211.93662264757376,12,0.3133725359811001,0.42563889360221,NA,3.760470431773201,5.1076667232265205,0.586560833433289
AC,Acre,12,2024,0,0,0,1978574.8443,10111234.20799,669889.2959,11680739.82748,10807134.7482,232643.61212,0.19568084405922573,0.06625198092737745,0.02300842877679192,NA,NA,NA,0.19568084405922573,SICONFI,NA,NA,NA,NA,4.831295791859613,222.17590777895543,12,0.23930044540687576,0.3133725359811001,NA,2.871605344882509,3.760470431773201,0.7950237711285295
AL,Alagoas,27,2002,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3491788,1477875,2.36,2.36,SISTN,11536853,19449586.5957516,NA,16.783336373085703,12.530337079575029,63.824270157497885,15,NA,NA,1764186.125609408,NA,NA,NA
AL,Alagoas,27,2003,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4482250,1619021,2.77,2.77,SISTN,12624030,18552518.54007057,-4.612273126036415,16.736116108155965,9.299949329235147,69.75989494189933,15,2.36,NA,-320191.47662412364,35.4,NA,NA
AL,Alagoas,27,2004,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5072920,1918255,2.64,2.64,SISTN,14044907,19363090.2467468,4.369065606513312,16.77887924725796,7.600644138060453,75.06209630751793,15,2.77,2.36,-714571.1777564924,41.55,35.4,NA
AL,Alagoas,27,2005,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5487783,2442959,2.25,2.25,SISTN,15484521,19975471.109908123,3.162619475288597,16.810015634315118,5.68973334585865,79.3329294312273,15,2.64,2.77,-1339223.530149716,39.6,41.55,NA
AL,Alagoas,27,2006,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5927277,2674902,2.22,2.22,SISTN,17395671,21539747.275619004,7.830985097192422,16.88541049682977,3.141774968304434,81.82539154972024,15,2.25,2.64,-1051356.622451617,33.75,39.6,NA
AL,Alagoas,27,2007,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6218123,3105363,2,2,SISTN,19871266,23740609.79388011,10.217680319547108,16.982697633163006,4.457330433237816,85.47261962938191,15,2.22,2.25,-160181.40407231956,33.300000000000004,33.75,NA
AL,Alagoas,27,2008,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6955422,3528416,1.97,1.97,SISTN,22262295,25168101.399681274,6.012868322233023,17.041087933185036,5.902313417525495,90.51748152607746,15,2,2.22,-59043.57320826202,30,33.300000000000004,NA
AL,Alagoas,27,2009,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6509556,3597965,1.81,1.81,SISTN,24182388,26064744.661703028,3.562617806494961,17.076094179923164,4.312028329689999,94.42062097280385,15,1.97,2,-487207.1803244675,29.55,30,NA
AL,Alagoas,27,2010,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6798649,4205565,1.62,1.62,SISTN,27133038,27842095.61620672,6.818984715070542,17.142059664168222,5.909068347266233,100,15,1.81,1.97,-14312.372573057655,27.150000000000002,29.55,NA
AL,Alagoas,27,2011,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7099747,4801099,1.48,1.48,SISTN,31657321,30462976.19541022,9.41337396197255,17.232022608977587,6.503109040628852,106.50310904062886,15,1.62,1.81,1346138.6706536184,24.3,27.150000000000002,NA
AL,Alagoas,27,2012,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7599503,5051891,1.5,1.5,SISTN,34650397,31633759.365022294,3.843298704965248,17.26973544263028,5.838568997639149,112.7213665465968,15,1.48,1.62,1324337.9271798274,22.2,24.3,NA
AL,Alagoas,27,2013,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7998416,5465256,1.46,1.46,SISTN,37282529,32048387.72544919,1.310714783034439,17.28275743508743,5.910818080013791,119.38412146047168,15,1.5,1.48,624585.6228207923,22.5,22.2,NA
AL,Alagoas,27,2014,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9186835,5969713,1.54,1.54,SISTN,40974994,33125865.511730544,3.3620342948663895,17.31582497058533,6.407616596391952,127.0337982406296,15,1.46,1.5,663000.2387533211,21.9,22.5,NA
AL,Alagoas,27,2015,0,1,0,10555304.80152,6328523.88774,733320.00879,NA,7028515.9485,257574.12062,1.6678936492549827,0.11587536395503412,0.04070050539257475,NA,NA,NA,1.6678936492549827,SICONFI,46367211,34380540.43803878,3.787598925872393,17.353001277342802,10.673497995621716,140.59274814960534,15,1.54,1.46,944797.8790587985,23.1,21.9,1.7381304593255118
AL,Alagoas,27,2016,0,0,0,7863514.89518,7646527.44373,1138364.9253399998,NA,9417493.15932,136739.75350999998,1.0283772539949392,0.14887345055871556,0.01788259501012108,NA,NA,NA,1.0283772539949392,SICONFI,49468741,33732229.65049041,-1.8856910894602397,17.33396430774345,6.288055054224495,149.4332975554997,15,1.6678936492549827,1.54,-625965.9226248307,25.018404738824742,23.1,2.2331017583807333
AL,Alagoas,27,2017,0,0,1,7000340.86415,7348618.7753,363877.09955,NA,9965967.38659,210710.33276,0.9526063438859256,0.04951639358039022,0.02867346085066141,NA,NA,NA,0.9526063438859256,SICONFI,52851067,34837979.49061445,3.2780217957159685,17.36621871431205,2.9473499083459087,153.83761971404,15,1.0283772539949392,1.6678936492549827,-417454.41603770707,15.425658809924087,25.018404738824742,0.7427459037058534
AL,Alagoas,27,2018,1,0,0,6816346.13058,7962976.44089,624932.3455599999,8198000.135810001,7827749.08862,326395.28069,0.856004809404931,0.07847974312104745,0.04098910540711328,NA,NA,NA,0.856004809404931,SICONFI,54413047,34599629.54433115,-0.6841669630912928,17.359353533159396,3.7454821218273926,159.59958025707417,15,0.9526063438859256,1.0283772539949392,-1546777.9473024923,14.289095158288884,15.425658809924087,1.1771961468157117
AL,Alagoas,27,2019,0,1,0,6404121.91862,8559007.20196,1000851.51774,8900266.46399,7920439.63009,962708.29261,0.7482318646902723,0.11693546857990804,0.11247896746593944,NA,NA,NA,0.7482318646902723,SICONFI,58963729,36144002.00542418,4.463552013221084,17.40302157317421,4.306039984113186,166.4720019974206,15,0.856004809404931,0.9526063438859256,-901889.7105180428,12.840072141073964,14.289095158288884,1.7540320286986206
AL,Alagoas,27,2020,0,0,0,5813489.668409999,10059495.93865,1322519.59175,10727583.37847,9050981.87159,962245.97077,0.5779106332827029,0.13146976745312788,0.09565548578561628,NA,NA,NA,0.5779106332827029,SICONFI,63202349,37536696.030940525,3.8531815743794606,17.440829573287196,4.517341500509864,173.9921108303797,15,0.7482318646902723,0.856004809404931,-416498.15704688337,11.223477970354084,12.840072141073964,1.9720465117969184
AL,Alagoas,27,2021,0,0,1,4758264.282229999,12528914.43601,1512459.09144,12924340.80486,11351500.11264,807960.18932,0.37978264649601456,0.12071748906616868,0.06448764523427504,NA,NA,NA,0.37978264649601456,SICONFI,76265620,41823161.76820887,11.419400721190588,17.548960853320413,10.061054893257904,191.49755261096232,15,0.5779106332827029,0.7482318646902723,2964558.1491353414,8.668659499240544,11.223477970354084,1.8107623359925302
AL,Alagoas,27,2022,1,0,0,7245315.32333,13177911.88617,-1919997.41569,13394974.15857,14348891.79036,854284.74925,0.5498075405204248,-0.14569815250510254,0.0648270193813147,NA,NA,NA,0.5498075405204248,SICONFI,76065806,38171312.61641334,-8.731642939944862,17.457594812823174,5.784841959607778,202.57538338602325,15,0.37978264649601456,0.5779106332827029,-1576931.1225210952,5.6967396974402185,8.668659499240544,-2.185472287576538
AL,Alagoas,27,2023,0,1,0,10136310.09965,14465051.81955,-173995.67022,15486199.09128,15751887.50885,1763489.1512200001,0.7007448176542609,-0.01202869318344501,0.12191378041498516,NA,NA,NA,0.7007448176542609,SICONFI,NA,NA,NA,NA,4.621113930566767,211.93662264757376,15,0.5498075405204248,0.37978264649601456,NA,8.247113107806372,5.6967396974402185,-0.18043039775167513
AL,Alagoas,27,2024,0,0,0,12826319.22178,16937628.981200002,399317.76675,18196570.54881,16709913.11877,2046480.39116,0.757267692899439,0.02357577717596864,0.1208244904544491,NA,NA,NA,0.757267692899439,SICONFI,NA,NA,NA,NA,4.831295791859613,222.17590777895543,15,0.7007448176542609,0.5498075405204248,NA,10.511172264813913,8.247113107806372,0.3536366576395296
AM,Amazonas,13,2002,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850103,2767751,0.67,0.67,SISTN,22093338,37246404.25081342,NA,17.433065967951,12.530337079575029,63.824270157497885,12,NA,NA,83909.54295514933,NA,NA,NA
AM,Amazonas,13,2003,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1696945,3054642,0.56,0.56,SISTN,25862134,38007492.10202998,2.043386110754408,17.453293858836805,9.299949329235147,69.75989494189933,12,0.67,NA,-2203452.7890409874,8.040000000000001,NA,NA
AM,Amazonas,13,2004,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1681725,3751410,0.45,0.45,SISTN,31090696,42863363.38732394,12.776089704257563,17.57352801873677,7.600644138060453,75.06209630751793,12,0.56,0.67,-396870.78238927864,6.720000000000001,8.040000000000001,NA
AM,Amazonas,13,2005,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1602703,4294390,0.37,0.37,SISTN,33980877,43836294.7619007,2.2698437492763013,17.595972679739834,5.68973334585865,79.3329294312273,12,0.45,0.56,-2452872.3494234597,5.4,6.720000000000001,NA
AM,Amazonas,13,2006,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1556436,4670314,0.33,0.33,SISTN,39933213,49446285.568602875,12.797593494553205,17.716397498319978,3.141774968304434,81.82539154972024,12,0.37,0.45,173705.99298381712,4.4399999999999995,5.4,NA
AM,Amazonas,13,2007,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011766,5331931,0.19,0.19,SISTN,43479773,51946178.20120188,5.055774369806998,17.765718705935228,4.457330433237816,85.47261962938191,12,0.33,0.37,-214600.49761702248,3.96,4.4399999999999995,NA
AM,Amazonas,13,2008,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,819600,6395995,0.13,0.13,SISTN,48115265,54395553.93514171,4.71521836400115,17.811792979352738,5.902313417525495,90.51748152607746,12,0.19,0.33,-510254.74193284754,2.2800000000000002,3.96,NA
AM,Amazonas,13,2009,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1459103,6161491,0.24,0.24,SISTN,50559840,54495417.06702247,0.18358693800568648,17.813627165584318,4.312028329689999,94.42062097280385,12,0.13,0.19,-2962150.634538231,1.56,2.2800000000000002,NA
AM,Amazonas,13,2010,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006958,7407732,0.27,0.27,SISTN,60877123,62468002.27109022,14.629826934368584,17.95016501994593,5.909068347266233,100,12,0.24,0.13,2707150.8550575003,2.88,1.56,NA
AM,Amazonas,13,2011,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1648844,8515352,0.19,0.19,SISTN,70734401,68065784.02068833,8.961038525460774,18.035985207567848,6.503109040628852,106.50310904062886,12,0.27,0.24,6334950.062787783,3.24,2.88,NA
AM,Amazonas,13,2012,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1479388,9655316,0.15,0.15,SISTN,72242701,65953305.50796448,-3.103583603887927,18.004457557296345,5.838568997639149,112.7213665465968,12,0.19,0.27,2643544.5348397307,2.2800000000000002,3.24,NA
AM,Amazonas,13,2013,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2270924,10329762,0.22,0.22,SISTN,83051233,71391565.63817388,8.245621790029434,18.08369029201522,5.910818080013791,119.38412146047168,12,0.15,0.19,6888338.029880178,1.7999999999999998,2.2800000000000002,NA
AM,Amazonas,13,2014,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3396341,11039956,0.31,0.31,SISTN,86668644,70066486.04336715,-1.856073029022065,18.064955149857965,6.407616596391952,127.0337982406296,12,0.22,0.15,4723221.588022876,2.64,1.7999999999999998,NA
AM,Amazonas,13,2015,0,1,0,5259411.12232,10998994.38861,5586.73254,NA,13484764.94174,326649.10354000004,0.47817199795704773,5.079312110373778e-4,0.02969808802505266,NA,NA,NA,0.47817199795704773,SICONFI,86568184,64188914.6763557,-8.388563061908894,17.977341085158663,10.673497995621716,140.59274814960534,12,0.31,0.22,-1741870.8101563868,3.7199999999999998,2.64,0.006095174532448533
AM,Amazonas,13,2016,0,0,0,4620464.96476,11395630.934,425026.05673,NA,13778475.43949,344510.44408,0.40545933713721655,0.03729728166800247,0.03023180077305932,NA,NA,NA,0.40545933713721655,SICONFI,89039782,60715318.678791575,-5.41152006554122,17.921706591221685,6.288055054224495,149.4332975554997,12,0.47817199795704773,0.31,-5698618.211121399,5.738063975484573,3.7199999999999998,0.4475673800160296
AM,Amazonas,13,2017,0,0,1,4322557.5256199995,12052493.12173,607215.4090399999,NA,13898072.45645,327257.67646,0.35864426405078464,0.05038089654207917,0.02715269555889411,NA,NA,NA,0.35864426405078464,SICONFI,93240191,61461386.61228872,1.2287968666427451,17.933919675627354,2.9473499083459087,153.83761971404,12,0.40545933713721655,0.47817199795704773,-5462059.5332725225,4.865512045646598,5.738063975484573,0.60457075850495
AM,Amazonas,13,2018,1,0,0,4592048.68566,13222390.94079,557558.6426499999,16464046.365370002,15520152.06828,316974.38846,0.34729336821330126,0.04216776263436418,0.02397254701357829,NA,NA,NA,0.34729336821330126,SICONFI,100109235,63656469.09952296,3.571482207326815,17.969011513302334,3.7454821218273926,159.59958025707417,12,0.35864426405078464,0.40545933713721655,-3876585.4518370046,4.303731168609415,4.865512045646598,0.5060131516123701
AM,Amazonas,13,2019,0,1,0,4389403.4944899995,14982882.07502,1559805.0419,18214464.96185,16599622.99453,1319183.8026500002,0.29296122551803105,0.1041058078205503,0.08804606457187505,NA,NA,NA,0.29296122551803105,SICONFI,108181091,66313607.303448804,4.174184087671562,18.009905672460306,4.306039984113186,166.4720019974206,12,0.34729336821330126,0.35864426405078464,-1948275.5064306825,4.167520418559615,4.303731168609415,1.2492696938466037
AM,Amazonas,13,2020,0,0,0,2824602.08344,16459910.90599,1224170.1456,20298287.10937,17941411.854,178769.7896,0.17160494364596388,0.07437282939086302,0.01086092085315863,NA,NA,NA,0.17160494364596388,SICONFI,116019139,68905273.66972446,3.908196932216778,18.048243273979665,4.517341500509864,173.9921108303797,12,0.29296122551803105,0.34729336821330126,-185012.09944731637,3.5155347062163727,4.167520418559615,0.8924739526903562
AM,Amazonas,13,2021,0,0,1,4214587.05613,18994133.78272,591414.29174,23206692.19759,21618671.40635,1679528.04036,0.22188887918459543,0.03113668138307217,0.08842351325797011,NA,NA,NA,0.22188887918459543,SICONFI,131531038,72130061.74754009,4.680030868569829,18.09398146053855,10.061054893257904,191.49755261096232,12,0.17160494364596388,0.29296122551803105,2150926.2253155545,2.0592593237515664,3.5155347062163727,0.37364017659686605
AM,Amazonas,13,2022,1,0,0,5234361.91901,22412466.14144,385778.21716,26534273.88727,26016811.741040003,669518.3806,0.23354689689109295,0.01721266257472252,0.02987258860202269,NA,NA,NA,0.23354689689109295,SICONFI,145140465,72834330.61639547,0.9763874476087064,18.103697976411688,5.784841959607778,202.57538338602325,12,0.22188887918459543,0.17160494364596388,1946876.5753645438,2.662666550215145,2.0592593237515664,0.20655195089667022
AM,Amazonas,13,2023,0,1,0,5899488.95138,22825805.777349997,-734549.1087000001,28428966.65725,27822104.783419997,727234.86137,0.25845698543680995,-0.03218064307849722,0.03186020543868965,NA,NA,NA,0.25845698543680995,SICONFI,NA,NA,NA,NA,4.621113930566767,211.93662264757376,12,0.23354689689109295,0.22188887918459543,NA,2.8025627626931153,2.662666550215145,-0.3861677169419666
AM,Amazonas,13,2024,0,0,0,7870287.60893,26591617.07866,404575.32153,32809983.44853,31867319.42503,2159932.61033,0.29596874780684074,0.01521439333054608,0.08122607225956802,NA,NA,NA,0.29596874780684074,SICONFI,NA,NA,NA,NA,4.831295791859613,222.17590777895543,12,0.25845698543680995,0.23354689689109295,NA,3.1014838252417194,2.8025627626931153,0.18257271996655294
BA,Bahia,29,2002,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12156457,6693304,1.82,1.82,SISTN,58842976,99201364.29438196,NA,18.41266232512809,12.530337079575029,63.824270157497885,13,NA,NA,4046922.2722410145,NA,NA,NA
BA,Bahia,29,2003,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12246048,7506520,1.63,1.63,SISTN,67174227,98720542.6343576,-0.4846925880953701,18.4078036148076,9.299949329235147,69.75989494189933,13,1.82,NA,-3721429.703084485,23.66,NA,NA
BA,Bahia,29,2004,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12878412,9075419,1.42,1.42,SISTN,77931725,107441012.19464491,8.833490302607338,18.492452531157262,7.600644138060453,75.06209630751793,13,1.63,1.82,-2328959.680820722,21.189999999999998,23.66,NA
BA,Bahia,29,2005,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12048374,10329111,1.17,1.17,SISTN,88291883,113899032.337254,6.010758844033814,18.550822932659234,5.68973334585865,79.3329294312273,13,1.42,1.63,-3242663.2246491592,18.46,21.189999999999998,NA
BA,Bahia,29,2006,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11616488,11360178,1.02,1.02,SISTN,95347802,118061991.30609912,3.6549555193047256,18.5867203945336,3.141774968304434,81.82539154972024,13,1.17,1.42,-6475117.4195389,15.209999999999999,18.46,NA
BA,Bahia,29,2007,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10370837,12584607,0.82,0.82,SISTN,109329528,130618233.54370528,10.63529599890587,18.687789378719295,4.457330433237816,85.47261962938191,13,1.02,1.17,-1285516.5196017944,13.26,15.209999999999999,NA
BA,Bahia,29,2008,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10238352,14237786,0.72,0.72,SISTN,121667455,137548210.75190848,5.305520538895059,18.73948503726704,5.902313417525495,90.51748152607746,13,0.82,1.02,-1576196.3454433368,10.66,13.26,NA
BA,Bahia,29,2009,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9234647,14671427,0.63,0.63,SISTN,137942481,148679921.3240157,8.092951926641302,18.817306374229982,4.312028329689999,94.42062097280385,13,0.72,0.82,2610909.1389980284,9.36,10.66,NA
BA,Bahia,29,2010,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9057007,17372551,0.52,0.52,SISTN,154419547,158454935.73500052,6.574535635973522,18.880980793726497,5.909068347266233,100,13,0.63,0.72,5863200.014904736,8.19,9.36,NA
BA,Bahia,29,2011,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8917888,19226970,0.46,0.46,SISTN,166602817,160317344.86816764,1.1753557088822977,18.892665814272583,6.503109040628852,106.50310904062886,13,0.52,0.63,1744487.680400582,6.76,8.19,NA
BA,Bahia,29,2012,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10617350,21624181,0.49,0.49,SISTN,182572530,166677902.15169296,3.9674791824650946,18.931573778356366,5.838568997639149,112.7213665465968,13,0.46,0.52,2726614.0783314477,5.98,6.76,NA
BA,Bahia,29,2013,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10877168,23080634,0.47,0.47,SISTN,204844274,176085927.98225012,5.644434990545388,18.986482661030195,5.910818080013791,119.38412146047168,13,0.49,0.46,7402543.243236886,6.37,5.98,NA
BA,Bahia,29,2014,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10331578,25870525,0.4,0.4,SISTN,223929966,181034167.76003417,2.810127892947145,19.014196343569765,6.407616596391952,127.0337982406296,13,0.47,0.49,8281398.072394554,6.109999999999999,6.37,NA
BA,Bahia,29,2015,0,1,0,16136539.85317,27207610.58458,-570487.45612,NA,37497489.66114,581085.27112,0.5930891947680049,-0.0209679366861905,0.02135745325057438,NA,NA,NA,0.5930891947680049,SICONFI,245043690,181695950.89795756,0.3655570360621585,19.017845248571906,10.673497995621716,140.59274814960534,13,0.4,0.47,5478860.043367133,5.2,6.109999999999999,-0.2725831769204765
